Year,Round,College,Branch,Category,CutoffRank
2024,Extended,G S S S Institute of Engineering and Technology for Women Mysore,Artificial,3BK,53551
2024,Extended,G S S S Institute of Engineering and Technology for Women Mysore,Artificial,GM,31612
2024,Extended,G S S S Institute of Engineering and Technology for Women Mysore,Artificial,GMK,43941
2024,Extended,G S S S Institute of Engineering and Technology for Women Mysore,Artificial,GMR,53678
2024,Extended,G S S S Institute of Engineering and Technology for Women Mysore,Artificial,SCG,124227
2024,Extended,G S S S Institute of Engineering and Technology for Women Mysore,Artificial,STG,106480
2024,Extended,G S S S Institute of Engineering and Technology for Women Mysore,Computers,1G,29153
2024,Extended,G S S S Institute of Engineering and Technology for Women Mysore,Computers,2AG,37214
2024,Extended,G S S S Institute of Engineering and Technology for Women Mysore,Computers,2AR,54781
2024,Extended,G S S S Institute of Engineering and Technology for Women Mysore,Computers,2BG,38626
2024,Extended,G S S S Institute of Engineering and Technology for Women Mysore,Computers,3AG,30397
2024,Extended,G S S S Institute of Engineering and Technology for Women Mysore,Computers,3BG,29612
2024,Extended,G S S S Institute of Engineering and Technology for Women Mysore,Computers,3BR,38611
2024,Extended,G S S S Institute of Engineering and Technology for Women Mysore,Computers,GM,24838
2024,Extended,G S S S Institute of Engineering and Technology for Women Mysore,Computers,GMK,26114
2024,Extended,G S S S Institute of Engineering and Technology for Women Mysore,Computers,GMR,28736
2024,Extended,G S S S Institute of Engineering and Technology for Women Mysore,Computers,SCG,73344
2024,Extended,G S S S Institute of Engineering and Technology for Women Mysore,Computers,SCK,86063
2024,Extended,G S S S Institute of Engineering and Technology for Women Mysore,Computers,SCR,88688
2024,Extended,G S S S Institute of Engineering and Technology for Women Mysore,Computers,STG,66436
2024,Extended,G S S S Institute of Engineering and Technology for Women Mysore,Computers,STR,102501
2024,Extended,"Smt. Kamala and Sri Venkappa M.Agadi College of Engg. and Tech. Laxmeshwara-Tq, Gadag Dt.",Electrical,GM,251880
2024,Extended,"Smt. Kamala and Sri Venkappa M.Agadi College of Engg. and Tech. Laxmeshwara-Tq, Gadag Dt.",Mechanical,GM,219915
2024,Extended,"K L S Viswanathrao Deshpande Institute of Technology Haliyal, Uttara Kannada -Dist",Civil,GM,216864
2024,Extended,"K L S Viswanathrao Deshpande Institute of Technology Haliyal, Uttara Kannada -Dist",Computers,1G,93852
2024,Extended,"K L S Viswanathrao Deshpande Institute of Technology Haliyal, Uttara Kannada -Dist",Computers,2AG,250053
2024,Extended,"K L S Viswanathrao Deshpande Institute of Technology Haliyal, Uttara Kannada -Dist",Computers,2BG,133194
2024,Extended,"K L S Viswanathrao Deshpande Institute of Technology Haliyal, Uttara Kannada -Dist",Computers,3AG,75509
2024,Extended,"K L S Viswanathrao Deshpande Institute of Technology Haliyal, Uttara Kannada -Dist",Computers,3BG,73560
2024,Extended,"K L S Viswanathrao Deshpande Institute of Technology Haliyal, Uttara Kannada -Dist",Computers,GM,62632
2024,Extended,"K L S Viswanathrao Deshpande Institute of Technology Haliyal, Uttara Kannada -Dist",Computers,GMK,66139
2024,Extended,"K L S Viswanathrao Deshpande Institute of Technology Haliyal, Uttara Kannada -Dist",Computers,GMR,74614
2024,Extended,"K L S Viswanathrao Deshpande Institute of Technology Haliyal, Uttara Kannada -Dist",Computers,SCG,220720
2024,Extended,"K L S Viswanathrao Deshpande Institute of Technology Haliyal, Uttara Kannada -Dist",Computers,STG,113074
2024,Extended,"K L S Viswanathrao Deshpande Institute of Technology Haliyal, Uttara Kannada -Dist",Computers,STR,170761
2024,Extended,"K L S Viswanathrao Deshpande Institute of Technology Haliyal, Uttara Kannada -Dist",Electrical,3BG,200093
2024,Extended,"K L S Viswanathrao Deshpande Institute of Technology Haliyal, Uttara Kannada -Dist",Electrical,GM,185044
2024,Extended,"K L S Viswanathrao Deshpande Institute of Technology Haliyal, Uttara Kannada -Dist",Electrical,GMR,232400
2024,Extended,"K L S Viswanathrao Deshpande Institute of Technology Haliyal, Uttara Kannada -Dist",Mechanical,GM,269845
2024,Extended,Moodalakatte Institute of Technology Udupi District,Artificial,GM,185614
2024,Extended,Moodalakatte Institute of Technology Udupi District,Comp. Sc. Engg-,GM,260924
2024,Extended,Moodalakatte Institute of Technology Udupi District,Electronics,GM,273592
2024,Extended,Moodalakatte Institute of Technology Udupi District,Info.Science,GM,246397
2024,Extended,Impact College of Engineering and Applied Sciences Bangalore,Artificial,GM,255270
2024,Extended,Impact College of Engineering and Applied Sciences Bangalore,Computers,GM,247765
2024,Extended,Impact College of Engineering and Applied Sciences Bangalore,CS- Cyber,GM,229812
2024,Extended,Impact College of Engineering and Applied Sciences Bangalore,Comp. Sc. Engg-,GM,219624
2024,Extended,Impact College of Engineering and Applied Sciences Bangalore,Electronics,GM,219808
2024,Extended,Impact College of Engineering and Applied Sciences Bangalore,Mechanical,GM,273182
2024,Extended,Impact College of Engineering and Applied Sciences Bangalore,Auto. And,GM,249898
2024,Extended,P E S University (Electronic City Campus) Bangalore,B Tech in AM,1G,17574
2024,Extended,P E S University (Electronic City Campus) Bangalore,B Tech in AM,1R,31249
2024,Extended,P E S University (Electronic City Campus) Bangalore,B Tech in AM,2AG,14402
2024,Extended,P E S University (Electronic City Campus) Bangalore,B Tech in AM,2AK,24337
2024,Extended,P E S University (Electronic City Campus) Bangalore,B Tech in AM,2AR,19117
2024,Extended,P E S University (Electronic City Campus) Bangalore,B Tech in AM,2BG,14049
2024,Extended,P E S University (Electronic City Campus) Bangalore,B Tech in AM,3AG,10268
2024,Extended,P E S University (Electronic City Campus) Bangalore,B Tech in AM,3AK,23000
2024,Extended,P E S University (Electronic City Campus) Bangalore,B Tech in AM,3BG,13001
2024,Extended,P E S University (Electronic City Campus) Bangalore,B Tech in AM,3BR,14009
2024,Extended,P E S University (Electronic City Campus) Bangalore,B Tech in AM,GM,8522
2024,Extended,P E S University (Electronic City Campus) Bangalore,B Tech in AM,GMK,22015
2024,Extended,P E S University (Electronic City Campus) Bangalore,B Tech in AM,GMR,13979
2024,Extended,P E S University (Electronic City Campus) Bangalore,B Tech in AM,SCG,54289
2024,Extended,P E S University (Electronic City Campus) Bangalore,B Tech in AM,SCK,56581
2024,Extended,P E S University (Electronic City Campus) Bangalore,B Tech in AM,SCR,92645
2024,Extended,P E S University (Electronic City Campus) Bangalore,B Tech in AM,STG,63360
2024,Extended,P E S University (Electronic City Campus) Bangalore,B Tech in AM,STR,68320
2024,Extended,"Adichunchanagiri University(Formerly BGSIT) Nagamangala Taluk,Mandya Dist.",Civil,GM,221778
2024,Extended,"Adichunchanagiri University(Formerly BGSIT) Nagamangala Taluk,Mandya Dist.",Electronics,GM,254979
2024,Extended,"Adichunchanagiri University(Formerly BGSIT) Nagamangala Taluk,Mandya Dist.",Info.Science,GM,271337
2024,Extended,"Adichunchanagiri University(Formerly BGSIT) Nagamangala Taluk,Mandya Dist.",Mechanical,GM,217338
2024,Extended,Srinivas Institute of Technology Mangalore.,Artificial,GM,227406
2024,Extended,Srinivas Institute of Technology Mangalore.,Aeronaut.Engg,GM,253169
2024,Extended,Srinivas Institute of Technology Mangalore.,Automobile,GM,229085
2024,Extended,Srinivas Institute of Technology Mangalore.,Comp. Sc. and,GM,250416
2024,Extended,Srinivas Institute of Technology Mangalore.,Computer Sc.,GM,209317
2024,Extended,Srinivas Institute of Technology Mangalore.,Electronics,GM,245732
2024,Extended,Srinivas Institute of Technology Mangalore.,Electrical,GM,143674
2024,Extended,Srinivas Institute of Technology Mangalore.,Info.Science,GM,246314
2024,Extended,Srinivas Institute of Technology Mangalore.,Mechanical,GM,112744
2024,Extended,Srinivas Institute of Technology Mangalore.,Marine,GM,264944
2024,Extended,"Rajarajeswari College of Engineering Kumbalagodu,Bangalore",Civil,GM,233044
2024,Extended,"Rajarajeswari College of Engineering Kumbalagodu,Bangalore",Electronics,1G,125624
2024,Extended,"Rajarajeswari College of Engineering Kumbalagodu,Bangalore",Electronics,2AG,195275
2024,Extended,"Rajarajeswari College of Engineering Kumbalagodu,Bangalore",Electronics,2BG,230283
2024,Extended,"Rajarajeswari College of Engineering Kumbalagodu,Bangalore",Electronics,3AG,108282
2024,Extended,"Rajarajeswari College of Engineering Kumbalagodu,Bangalore",Electronics,3BG,88044
2024,Extended,"Rajarajeswari College of Engineering Kumbalagodu,Bangalore",Electronics,GM,78477
2024,Extended,"Rajarajeswari College of Engineering Kumbalagodu,Bangalore",Electronics,GMK,93857
2024,Extended,"Rajarajeswari College of Engineering Kumbalagodu,Bangalore",Electronics,GMR,89603
2024,Extended,"Rajarajeswari College of Engineering Kumbalagodu,Bangalore",Electronics,SCG,253962
2024,Extended,"Rajarajeswari College of Engineering Kumbalagodu,Bangalore",Electronics,STG,212477
2024,Extended,"Rajarajeswari College of Engineering Kumbalagodu,Bangalore",Electrical,GM,272142
2024,Extended,"Rajarajeswari College of Engineering Kumbalagodu,Bangalore",Info.Science,1G,76216
2024,Extended,"Rajarajeswari College of Engineering Kumbalagodu,Bangalore",Info.Science,2AG,143234
2024,Extended,"Rajarajeswari College of Engineering Kumbalagodu,Bangalore",Info.Science,2BG,160310
2024,Extended,"Rajarajeswari College of Engineering Kumbalagodu,Bangalore",Info.Science,3AG,76124
2024,Extended,"Rajarajeswari College of Engineering Kumbalagodu,Bangalore",Info.Science,3BG,71410
2024,Extended,"Rajarajeswari College of Engineering Kumbalagodu,Bangalore",Info.Science,3BK,79906
2024,Extended,"Rajarajeswari College of Engineering Kumbalagodu,Bangalore",Info.Science,3BR,81352
2024,Extended,"Rajarajeswari College of Engineering Kumbalagodu,Bangalore",Info.Science,GM,67481
2024,Extended,"Rajarajeswari College of Engineering Kumbalagodu,Bangalore",Info.Science,GMK,71431
2024,Extended,"Rajarajeswari College of Engineering Kumbalagodu,Bangalore",Info.Science,GMR,80114
2024,Extended,"Rajarajeswari College of Engineering Kumbalagodu,Bangalore",Info.Science,SCG,199491
2024,Extended,"Rajarajeswari College of Engineering Kumbalagodu,Bangalore",Info.Science,STG,193682
2024,Extended,"Rajarajeswari College of Engineering Kumbalagodu,Bangalore",Robotics and,GM,249149
2024,Extended,"Shreedevi Institute of Technology Kenjar, Mangalore",Artificial,GM,238010
2024,Extended,"Shreedevi Institute of Technology Kenjar, Mangalore",Aeronaut.Engg,GM,270888
2024,Extended,"Shreedevi Institute of Technology Kenjar, Mangalore",Computers,GM,267821
2024,Extended,"Shreedevi Institute of Technology Kenjar, Mangalore",Electronics,GM,270226
2024,Extended,"Shreedevi Institute of Technology Kenjar, Mangalore",Info.Science,GM,261742
2024,Extended,T John Institute of Technology Bangalore,Data Sciences,GM,201435
2024,Extended,T John Institute of Technology Bangalore,Electronics,GM,270143
2024,Extended,T John Institute of Technology Bangalore,Info.Science,GM,272953
2024,Extended,Cambridge Institutute of Technology Bangalore,Artificial,1G,51150
2024,Extended,Cambridge Institutute of Technology Bangalore,Artificial,1R,67837
2024,Extended,Cambridge Institutute of Technology Bangalore,Artificial,2AG,51981
2024,Extended,Cambridge Institutute of Technology Bangalore,Artificial,2AR,61996
2024,Extended,Cambridge Institutute of Technology Bangalore,Artificial,2BG,43505
2024,Extended,Cambridge Institutute of Technology Bangalore,Artificial,3AG,39557
2024,Extended,Cambridge Institutute of Technology Bangalore,Artificial,3BG,43411
2024,Extended,Cambridge Institutute of Technology Bangalore,Artificial,3BK,73662
2024,Extended,Cambridge Institutute of Technology Bangalore,Artificial,GM,34525
2024,Extended,Cambridge Institutute of Technology Bangalore,Artificial,GMK,67224
2024,Extended,Cambridge Institutute of Technology Bangalore,Artificial,GMR,40401
2024,Extended,Cambridge Institutute of Technology Bangalore,Artificial,SCG,78658
2024,Extended,Cambridge Institutute of Technology Bangalore,Artificial,SCR,85989
2024,Extended,Cambridge Institutute of Technology Bangalore,Artificial,STG,126962
2024,Extended,Cambridge Institutute of Technology Bangalore,Civil,GM,262987
2024,Extended,Cambridge Institutute of Technology Bangalore,Electrical,GM,243027
2024,Extended,Cambridge Institutute of Technology Bangalore,Mechanical,GM,267929
2024,Extended,P E S Institute of Technology and Management Shivamogga,Computer Sc.,GM,251306
2024,Extended,P E S Institute of Technology and Management Shivamogga,Civil,GM,217004
2024,Extended,P E S Institute of Technology and Management Shivamogga,Computer,GM,265640
2024,Extended,P E S Institute of Technology and Management Shivamogga,Comp. Sc. Engg-,GM,236196
2024,Extended,P E S Institute of Technology and Management Shivamogga,Electronics,GM,260397
2024,Extended,P E S Institute of Technology and Management Shivamogga,Electrical,GM,208054
2024,Extended,"Mangalore Institute of Technology and Engineering Mangalore Tq,D.K",Aeronaut.Engg,GM,175000
2024,Extended,"Mangalore Institute of Technology and Engineering Mangalore Tq,D.K",Artificial,1G,48888
2024,Extended,"Mangalore Institute of Technology and Engineering Mangalore Tq,D.K",Artificial,2AG,75386
2024,Extended,"Mangalore Institute of Technology and Engineering Mangalore Tq,D.K",Artificial,2AR,114821
2024,Extended,"Mangalore Institute of Technology and Engineering Mangalore Tq,D.K",Artificial,3AG,59802
2024,Extended,"Mangalore Institute of Technology and Engineering Mangalore Tq,D.K",Artificial,3BG,155545
2024,Extended,"Mangalore Institute of Technology and Engineering Mangalore Tq,D.K",Artificial,GM,44481
2024,Extended,"Mangalore Institute of Technology and Engineering Mangalore Tq,D.K",Artificial,GMR,53348
2024,Extended,"Mangalore Institute of Technology and Engineering Mangalore Tq,D.K",Artificial,SCG,134358
2024,Extended,"Mangalore Institute of Technology and Engineering Mangalore Tq,D.K",Artificial,SCR,206510
2024,Extended,"Mangalore Institute of Technology and Engineering Mangalore Tq,D.K",Electronics,GM,234214
2024,Extended,"Mangalore Institute of Technology and Engineering Mangalore Tq,D.K",Mechanical,GM,272197
2024,Extended,"Mangalore Institute of Technology and Engineering Mangalore Tq,D.K",Mechatronics,GM,274565
2024,Extended,"Mangalore Institute of Technology and Engineering Mangalore Tq,D.K",Robotics and AI,GM,218445
2024,Extended,"S D M Institute of Tech. Ujire,Dakshina Kannada",Artificial,GM,269963
2024,Extended,"S D M Institute of Tech. Ujire,Dakshina Kannada",Civil,GM,274505
2024,Extended,"S D M Institute of Tech. Ujire,Dakshina Kannada",Electronics,GM,270515
2024,Extended,"S D M Institute of Tech. Ujire,Dakshina Kannada",Electrical,GM,241815
2024,Extended,"S D M Institute of Tech. Ujire,Dakshina Kannada",Info.Science,GM,273786
2024,Extended,S E A College of Engineering and Technology K R puram bangalore,Civil,GM,217846
2024,Extended,S E A College of Engineering and Technology K R puram bangalore,Agriculture,GM,265292
2024,Extended,S E A College of Engineering and Technology K R puram bangalore,Electronics,GM,235270
2024,Extended,S E A College of Engineering and Technology K R puram bangalore,Info.Science,GM,263141
2024,Extended,Government Engineering College Chamarajanagara,Civil,GM,272828
2024,Extended,Government Engineering College Chamarajanagara,Mechanical,GM,274771
2024,Extended,Government Engineering College Hassan,Civil,GM,270729
2024,Extended,Government Engineering College Hassan,Computers,1G,57375
2024,Extended,Government Engineering College Hassan,Computers,1R,61099
2024,Extended,Government Engineering College Hassan,Computers,2AG,58369
2024,Extended,Government Engineering College Hassan,Computers,2AK,87307
2024,Extended,Government Engineering College Hassan,Computers,2AR,67358
2024,Extended,Government Engineering College Hassan,Computers,2BG,51195
2024,Extended,Government Engineering College Hassan,Computers,2BR,71456
2024,Extended,Government Engineering College Hassan,Computers,3AG,55895
2024,Extended,Government Engineering College Hassan,Computers,3AR,57351
2024,Extended,Government Engineering College Hassan,Computers,3BG,48166
2024,Extended,Government Engineering College Hassan,Computers,3BR,72997
2024,Extended,Government Engineering College Hassan,Computers,GM,42464
2024,Extended,Government Engineering College Hassan,Computers,GMK,46630
2024,Extended,Government Engineering College Hassan,Computers,GMR,46141
2024,Extended,Government Engineering College Hassan,Computers,SCG,80654
2024,Extended,Government Engineering College Hassan,Computers,SCK,92026
2024,Extended,Government Engineering College Hassan,Computers,SCR,89105
2024,Extended,Government Engineering College Hassan,Computers,STG,66096
2024,Extended,Government Engineering College Hassan,Computers,STK,75648
2024,Extended,Government Engineering College Hassan,Computers,STR,88004
2024,Extended,Government Engineering College Hassan,Mechanical,GM,273080
2024,Extended,"Government Engineering College K R Pet, Mandya DT.",Civil,GM,262645
2024,Extended,"Government Engineering College K R Pet, Mandya DT.",Mechanical,GM,272505
2024,Extended,Government Engineering College Ramanagara,Civil,GM,273797
2024,Extended,"Maharaja Institute of Technology-Mysore Belawadi, Mandya Dist",Civil,GM,274599
2024,Extended,"Maharaja Institute of Technology-Mysore Belawadi, Mandya Dist",Mechanical Engg,GM,261206
2024,Extended,Karavali Institute of Technology Mangalore,Aeronaut.Engg,GM,272740
2024,Extended,Karavali Institute of Technology Mangalore,Artificial,GM,271443
2024,Extended,Karavali Institute of Technology Mangalore,Comp. Sc. Engg-,GM,274540
2024,Extended,Karavali Institute of Technology Mangalore,Electronics,GM,271435
2024,Extended,Sahyadri College of Engg. and Management Mangalore,Mechanical,GM,265175
2024,Extended,"Government Engineering College Kushalnagar,Kodagu Dist",Civil,GM,267852
2024,Extended,"Government Engineering College Kushalnagar,Kodagu Dist",Mechanical,GM,274496
2024,Extended,Government Engineering College Raichur,Civil,GM,271134
2024,Extended,Government Engineering College Raichur,Computers,1G,90092
2024,Extended,Government Engineering College Raichur,Computers,2AG,91044
2024,Extended,Government Engineering College Raichur,Computers,2AR,122595
2024,Extended,Government Engineering College Raichur,Computers,3AG,67807
2024,Extended,Government Engineering College Raichur,Computers,3BG,73168
2024,Extended,Government Engineering College Raichur,Computers,GM,65865
2024,Extended,Government Engineering College Raichur,Computers,GMK,72729
2024,Extended,Government Engineering College Raichur,Computers,GMR,76114
2024,Extended,Government Engineering College Raichur,Computers,SCG,88500
2024,Extended,Government Engineering College Raichur,Computers,STG,98191
2024,Extended,Government Engineering College Raichur,Mechanical,GM,274426
2024,Extended,"Government Engineering College Devagiri,Haveri",Civil,GM,273973
2024,Extended,"Government Engineering College Devagiri,Haveri",Mechanical,GM,274774
2024,Extended,"Government Engineering College Huvina Hadagali,Bellary Dist.",Civil,GM,270610
2024,Extended,"Government Engineering College Huvina Hadagali,Bellary Dist.",Electronics,GM,274582
2024,Extended,"Government Engineering College Huvina Hadagali,Bellary Dist.",Mechanical,GM,272500
2024,Extended,"Yenepoya Institute of Technology Thodar,Moodbidri",Computers,GM,235879
2024,Extended,"Yenepoya Institute of Technology Thodar,Moodbidri",Comp. Sc. Engg-,GM,257795
2024,Extended,"Yenepoya Institute of Technology Thodar,Moodbidri",Electronics,GM,238972
2024,Extended,"Yenepoya Institute of Technology Thodar,Moodbidri",Electrical,GM,218725
2024,Extended,"Yenepoya Institute of Technology Thodar,Moodbidri",Info.Science,GM,229862
2024,Extended,"Yenepoya Institute of Technology Thodar,Moodbidri",Mechanical,GM,236993
2024,Extended,K L E Institute of Technology Hubli,Civil,GM,261833
2024,Extended,K L E Institute of Technology Hubli,Mechanical,GM,234566
2024,Extended,"K L E Ss K L E College of Engineering and Technology Chikkodi, Belgaum Dist.",Artificial,1G,116467
2024,Extended,"K L E Ss K L E College of Engineering and Technology Chikkodi, Belgaum Dist.",Artificial,2AG,133120
2024,Extended,"K L E Ss K L E College of Engineering and Technology Chikkodi, Belgaum Dist.",Artificial,2BG,119184
2024,Extended,"K L E Ss K L E College of Engineering and Technology Chikkodi, Belgaum Dist.",Artificial,3AG,201662
2024,Extended,"K L E Ss K L E College of Engineering and Technology Chikkodi, Belgaum Dist.",Artificial,3BG,87552
2024,Extended,"K L E Ss K L E College of Engineering and Technology Chikkodi, Belgaum Dist.",Artificial,GM,73358
2024,Extended,"K L E Ss K L E College of Engineering and Technology Chikkodi, Belgaum Dist.",Artificial,GMK,78618
2024,Extended,"K L E Ss K L E College of Engineering and Technology Chikkodi, Belgaum Dist.",Artificial,GMR,94717
2024,Extended,"K L E Ss K L E College of Engineering and Technology Chikkodi, Belgaum Dist.",Artificial,SCG,219670
2024,Extended,"K L E Ss K L E College of Engineering and Technology Chikkodi, Belgaum Dist.",Artificial,STG,114499
2024,Extended,"K L E Ss K L E College of Engineering and Technology Chikkodi, Belgaum Dist.",Civil,GM,213251
2024,Extended,"K L E Ss K L E College of Engineering and Technology Chikkodi, Belgaum Dist.",Electronics,1G,171336
2024,Extended,"K L E Ss K L E College of Engineering and Technology Chikkodi, Belgaum Dist.",Electronics,2AG,120107
2024,Extended,"K L E Ss K L E College of Engineering and Technology Chikkodi, Belgaum Dist.",Electronics,2BG,119243
2024,Extended,"K L E Ss K L E College of Engineering and Technology Chikkodi, Belgaum Dist.",Electronics,3BG,75780
2024,Extended,"K L E Ss K L E College of Engineering and Technology Chikkodi, Belgaum Dist.",Electronics,GM,66516
2024,Extended,"K L E Ss K L E College of Engineering and Technology Chikkodi, Belgaum Dist.",Electronics,GMR,80342
2024,Extended,"K L E Ss K L E College of Engineering and Technology Chikkodi, Belgaum Dist.",Electronics,SCG,157536
2024,Extended,"K L E Ss K L E College of Engineering and Technology Chikkodi, Belgaum Dist.",Mechanical,GM,273460
2024,Extended,"Amrutha Institute of Engineering and Mangement Bidadi Indust. Estate,Ban'lore",Artificial,GM,259040
2024,Extended,"Amrutha Institute of Engineering and Mangement Bidadi Indust. Estate,Ban'lore",Civil,GM,251509
2024,Extended,"Amrutha Institute of Engineering and Mangement Bidadi Indust. Estate,Ban'lore",Computers,GM,256553
2024,Extended,"Amrutha Institute of Engineering and Mangement Bidadi Indust. Estate,Ban'lore",Electronics,GM,263926
2024,Extended,"Amrutha Institute of Engineering and Mangement Bidadi Indust. Estate,Ban'lore",Info.Science,GM,239777
2024,Extended,"Alva`s Institute of Engineering and Technology Moodabidri,",Artificial,1G,260005
2024,Extended,"Alva`s Institute of Engineering and Technology Moodabidri,",Artificial,2AG,198102
2024,Extended,"Alva`s Institute of Engineering and Technology Moodabidri,",Artificial,2BG,140417
2024,Extended,"Alva`s Institute of Engineering and Technology Moodabidri,",Artificial,3AG,84922
2024,Extended,"Alva`s Institute of Engineering and Technology Moodabidri,",Artificial,3BG,163796
2024,Extended,"Alva`s Institute of Engineering and Technology Moodabidri,",Artificial,GM,82008
2024,Extended,"Alva`s Institute of Engineering and Technology Moodabidri,",Artificial,GMK,83851
2024,Extended,"Alva`s Institute of Engineering and Technology Moodabidri,",Artificial,GMR,96331
2024,Extended,"Alva`s Institute of Engineering and Technology Moodabidri,",Artificial,SCG,196420
2024,Extended,"Alva`s Institute of Engineering and Technology Moodabidri,",Artificial,STG,189863
2024,Extended,"Alva`s Institute of Engineering and Technology Moodabidri,",Computer Sc.,GM,220616
2024,Extended,"Alva`s Institute of Engineering and Technology Moodabidri,",Civil,GM,102481
2024,Extended,"Alva`s Institute of Engineering and Technology Moodabidri,",Comp. Sc. Engg-,GM,226127
2024,Extended,"Alva`s Institute of Engineering and Technology Moodabidri,",Agriculture,GM,256962
2024,Extended,"Alva`s Institute of Engineering and Technology Moodabidri,",Electronics,GM,268017
2024,Extended,"Alva`s Institute of Engineering and Technology Moodabidri,",Info.Science,GM,218962
2024,Extended,"Brindavan College of Engineering Yelahanka, Bangalore",Electronics,GM,245182
2024,Extended,"Brindavan College of Engineering Yelahanka, Bangalore",Info.Science,GM,240545
2024,Extended,"Brindavan College of Engineering Yelahanka, Bangalore",Mechanical,GM,273566
2024,Extended,"R.R.Institute of Technology Chikkabanavara, Bangalore",Civil,GM,246262
2024,Extended,"R.R.Institute of Technology Chikkabanavara, Bangalore",Computer,GM,274525
2024,Extended,"R.R.Institute of Technology Chikkabanavara, Bangalore",Electronics,GM,271526
2024,Extended,"R.R.Institute of Technology Chikkabanavara, Bangalore",Electrical,GM,265211
2024,Extended,"R.R.Institute of Technology Chikkabanavara, Bangalore",ELECTRONICS AND,GM,262814
2024,Extended,"R.R.Institute of Technology Chikkabanavara, Bangalore",Info.Science,GM,213980
2024,Extended,"R.R.Institute of Technology Chikkabanavara, Bangalore",Mechanical,GM,260564
2024,Extended,Sai Vidya Institute of Technology Bangalore,Comp. Sc. Engg-,GM,224824
2024,Extended,Sai Vidya Institute of Technology Bangalore,Mechanical,GM,227162
2024,Extended,"Dr. Sri. Sri. Sri. Shivakumara Mahaswamyji College of Engineering Bangalore Rural -Dist,",Computers,GM,269369
2024,Extended,"Dr. Sri. Sri. Sri. Shivakumara Mahaswamyji College of Engineering Bangalore Rural -Dist,",Electronics,GM,255351
2024,Extended,"Dr. Sri. Sri. Sri. Shivakumara Mahaswamyji College of Engineering Bangalore Rural -Dist,",Electrical,GM,120647
2024,Extended,"Dr. Sri. Sri. Sri. Shivakumara Mahaswamyji College of Engineering Bangalore Rural -Dist,",Info.Science,GM,220825
2024,Extended,S.G.Balekundri Institute of Technology Belgaum,Civil,GM,255584
2024,Extended,S.G.Balekundri Institute of Technology Belgaum,Electronics,1G,121347
2024,Extended,S.G.Balekundri Institute of Technology Belgaum,Electronics,2AG,171072
2024,Extended,S.G.Balekundri Institute of Technology Belgaum,Electronics,2BG,144873
2024,Extended,S.G.Balekundri Institute of Technology Belgaum,Electronics,3AG,173682
2024,Extended,S.G.Balekundri Institute of Technology Belgaum,Electronics,3BG,84863
2024,Extended,S.G.Balekundri Institute of Technology Belgaum,Electronics,GM,76736
2024,Extended,S.G.Balekundri Institute of Technology Belgaum,Electronics,GMK,77101
2024,Extended,S.G.Balekundri Institute of Technology Belgaum,Electronics,GMR,88499
2024,Extended,S.G.Balekundri Institute of Technology Belgaum,Electronics,SCG,215156
2024,Extended,S.G.Balekundri Institute of Technology Belgaum,Electronics,STG,216577
2024,Extended,S.G.Balekundri Institute of Technology Belgaum,Electrical,GM,232883
2024,Extended,S.G.Balekundri Institute of Technology Belgaum,Mechanical,GM,258771
2024,Extended,Navodaya Institute of Technology Raihcur,Civil,GM,274184
2024,Extended,Navodaya Institute of Technology Raihcur,Electronics,GM,253662
2024,Extended,Navodaya Institute of Technology Raihcur,Electrical,GM,263784
2024,Extended,Rajeev Institute of Technology Hassan,Artificial,GM,253447
2024,Extended,Rajeev Institute of Technology Hassan,Civil,GM,272798
2024,Extended,Rajeev Institute of Technology Hassan,Electronics,GM,270541
2024,Extended,Rajeev Institute of Technology Hassan,Electrical,GM,251111
2024,Extended,Rajeev Institute of Technology Hassan,EC Engg(VLSI,GM,254625
2024,Extended,Rajeev Institute of Technology Hassan,Info.Science,GM,227950
2024,Extended,The National Institute of Engineering(NORTH CAMPUS) Mysore,Computers,1G,16911
2024,Extended,The National Institute of Engineering(NORTH CAMPUS) Mysore,Computers,1R,19331
2024,Extended,The National Institute of Engineering(NORTH CAMPUS) Mysore,Computers,2AG,11896
2024,Extended,The National Institute of Engineering(NORTH CAMPUS) Mysore,Computers,2AK,18560
2024,Extended,The National Institute of Engineering(NORTH CAMPUS) Mysore,Computers,2AR,14929
2024,Extended,The National Institute of Engineering(NORTH CAMPUS) Mysore,Computers,2BG,16423
2024,Extended,The National Institute of Engineering(NORTH CAMPUS) Mysore,Computers,3AG,10692
2024,Extended,The National Institute of Engineering(NORTH CAMPUS) Mysore,Computers,3AR,11479
2024,Extended,The National Institute of Engineering(NORTH CAMPUS) Mysore,Computers,3BG,10189
2024,Extended,The National Institute of Engineering(NORTH CAMPUS) Mysore,Computers,3BK,20651
2024,Extended,The National Institute of Engineering(NORTH CAMPUS) Mysore,Computers,3BR,12061
2024,Extended,The National Institute of Engineering(NORTH CAMPUS) Mysore,Computers,GM,8726
2024,Extended,The National Institute of Engineering(NORTH CAMPUS) Mysore,Computers,GMK,12414
2024,Extended,The National Institute of Engineering(NORTH CAMPUS) Mysore,Computers,GMR,11354
2024,Extended,The National Institute of Engineering(NORTH CAMPUS) Mysore,Computers,SCG,33281
2024,Extended,The National Institute of Engineering(NORTH CAMPUS) Mysore,Computers,SCK,46522
2024,Extended,The National Institute of Engineering(NORTH CAMPUS) Mysore,Computers,SCR,47205
